"","mun","uf","crivo1","crivo2","sexo","idade","fx.idade","esc","sit","pea","satdem","jg1","jg3","jg4","fechacn","gc1","gc2","gc5","gc6","gc7","gc8","gc11","gc18","avalcn","problemabr","avallula","avalbolsonaro","avalmoro","avaldino","avalciro","avaldoria","avalhaddad","militargov","info1","voto18","ed","partsimp","partsimp2","partsimpn","partisimpn2","avalgov","cara1","cara2","cara3","cara4","cara5","cara6","cara7","cara8","classe8","classe8a","classe3m","classe3m_a","classe1","rcor","relig","fx.renda","reg"
"23","-Belo Horizonte ","Minas Gerais "," - Sim ","- Não ","Feminino",39," – 35 a 44 anos"," - Ensino universitário completo"," - Autônomo / conta própria","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - Não confia"," - Confia pouco"," - Não confia"," - Não confia"," - Confia pouco"," - Não confia"," - Ruim"," - Estradas/Rodovias em mau estado","8","Não gosta de jeito nenhum","NS","NS","6","5","7"," - Não","-Busca/PESQUISA no Google (SITES?)"," – Fernando Haddad"," - 1 [esquerda] ","Sim "," - PT ","Sim "," - MDB (ex-PMDB)"," - Péssimo"," deveria sofrer um impeachment","-Sim ","Não podem ocorrer em uma democracia "," - Nem concorda nem discorda","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Pardo"," - Evangélica ",". De R$ 5226,00 a R$ 10450,00 (+ de 5SM até 10 SM) ","Sudeste"
"24","-São Paulo ","São Paulo "," - Sim ","- Não ","Feminino",64," - 55 a 64 anos"," - Pós-graduação ou mais"," - Funcionário / Servidor Público","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia muito"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Não confia"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Regular ","Outro","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Gosta muito","NS","4","Gosta muito","3"," - Não","-Busca/PESQUISA no Google (SITES?)","Jair Bolsonaro"," - 5"," - Não",NA,"Sim "," - PT "," - Péssimo","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Sim ","Não podem ocorrer em uma democracia ","Concorda muito",". O SUS tem se saído bem no enfrentamento da pandemia com os recursos que tem e não se justifica um aumento no financi"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","Mudaram de classe social","- Média baixa","- Permaneceram na mesma classe","- Média média","- Média média"," - Pardo"," - Espírita kardecista, espiritualista ",". De R$ 5226,00 a R$ 10450,00 (+ de 5SM até 10 SM) ","Sudeste"
"25","-Belo Horizonte ","Minas Gerais "," - Sim ","- Não ","Feminino",41," – 35 a 44 anos"," - Ensino universitário completo"," - Profissional liberal","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia pouco"," - Não confia"," - NS"," - Não confia"," - Não confia"," - Não confia"," - Confia pouco"," - Não confia"," - Regular "," - Saúde, falta de serviço ","3","Não gosta de jeito nenhum","3","NS","Gosta muito","5","8"," - Não","-Busca/PESQUISA no Google (SITES?)"," – Fernando Haddad"," - 1 [esquerda] "," - Não",NA," - Não",NA," - Péssimo","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Sim ","Não podem ocorrer em uma democracia ","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","- Permaneceram na mesma classe","- Média alta","- Permaneceram na mesma classe","- Média alta","- Média alta"," - Branco"," - Católica ",". De R$ 10451,00 a R$ 15675,00 (+ de 10SM até 15 SM) ","Sudeste"
"26","-Belo Horizonte ","Minas Gerais "," - Sim ","- Não ","Masculino",31," – 25 a 34 anos"," - Colegial incompleto (até 2ª série do ensino médio)"," - Autônomo / conta própria","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - Não confia"," - Confia muito"," - Confia pouco"," - Não confia"," - Confia muito"," - Não confia"," - Péssimo"," - Discriminação, Preconceito","Gosta muito","Não gosta de jeito nenhum","4","NS","6","NS","7"," - Não","-Facebook"," – Fernando Haddad"," - 4 "," - Não",NA," - Não",NA," - Péssimo"," deveria sofrer um impeachment","-Sim ","Não podem ocorrer em uma democracia ","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","Mudaram de classe social","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Pardo"," - Católica ",". De R$ 2091,00 a R$ 3135,00 (+ de 2SM até 3 SM) ","Sudeste"
"27","-Belo Horizonte ","Minas Gerais "," - Sim ","- Não ","Feminino",60," - 55 a 64 anos"," - Colegial incompleto (até 2ª série do ensino médio)"," - Autônomo / conta própria","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Sim"," - Confia mais ou menos"," - Não confia"," - Não confia"," - Não confia"," - Não confia"," - Não confia"," - Confia pouco"," - Não confia"," - Péssimo"," - Pandemia do novo Corona vírus ","Gosta muito","Não gosta de jeito nenhum","3","NS","NS","NS","5"," - Não","-WhatsApp"," – Fernando Haddad"," - NS "," - NR ",NA," - NR ",NA," - Péssimo"," deveria sofrer um impeachment","-Sim ","Não podem ocorrer em uma democracia ","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Branco"," - Umbanda ",". De R$ 2091,00 a R$ 3135,00 (+ de 2SM até 3 SM) ","Sudeste"
"28","-Sobral ","Ceará "," - Sim ","- Não ","Masculino",46," - 45 a 54 anos  "," - Ensino universitário incompleto ou especialização (técnico após ensino médio)"," - Empregador/empresário","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Confia mais ou menos"," - Confia muito"," - Confia muito"," - Confia mais ou menos"," - Confia muito"," - Confia mais ou menos"," - Confia mais ou menos"," - Regular "," - Pandemia do novo Corona vírus ","4","2","7","4","9","5","6","Sim","-Busca/PESQUISA no Google (SITES?)"," – Fernando Haddad"," - 3 "," - Não",NA," - Não",NA," - Péssimo","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Sim ","Não podem ocorrer em uma democracia ","Concorda muito",". O SUS tem se saído bem no enfrentamento da pandemia com os recursos que tem e não se justifica um aumento no financi"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","- Permaneceram na mesma classe","- Média baixa","- Permaneceram na mesma classe","- Média baixa","- Média média"," - Pardo"," - Católica ",". De R$ 5226,00 a R$ 10450,00 (+ de 5SM até 10 SM) ","Nordeste"
"29","-Itaguaçu da Bahia "," Bahia "," - Sim ","- Não ","Masculino",55," - 55 a 64 anos"," - Analfabeto/ Nunca frequentou escola"," - Empregado assalariado sem registro em carteira","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Não confia"," - Não confia"," - Não confia"," - Não confia"," - Não confia"," - Péssimo"," - Corrupção ","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum"," - Não","-Rádio "," – Fernando Haddad"," - NS "," - Não",NA," - Não",NA," - Regular"," - deveria continuar no cargo"," – NS","Não podem ocorrer em uma democracia "," - Concorda pouco",". O SUS tem se saído mal no enfrentamento da pandemia e sua continuidade  deveria ser discutida"," - depende da situação ",". Está vivendo normalmente, sem mudar nada na sua rotina","Concorda muito","- Permaneceram na mesma classe","- Média baixa","- Permaneceram na mesma classe","- Baixa","- Baixa"," - Branco"," - É ateu/ Agnóstico/ Não acredita em Deus","Até R$ 1045,00 (até 1 SM) ","Nordeste"
"30","-Itaquaquecetuba ","São Paulo "," - Sim ","- Não ","Feminino",21," – 18 a 24 anos "," - Colegial completo (3ª série do ensino médio)"," – Estudante ","NÃO PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Confia mais ou menos"," - Não confia"," - Não confia"," - Confia mais ou menos"," - Regular "," - Pandemia do novo Corona vírus ","3","5","7","NS","3","6","2"," - Não","-Youtube","Jair Bolsonaro"," - 8 ","Sim "," - Outro ","Sim "," - PT "," - Ruim","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR"," – NS"," – NS"," - Nem concorda nem discorda"," – NS"," - depende da situação ",". Saindo de casa só quando é inevitável"," - Nem concorda nem discorda","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," – NR"," - Candomblé ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Sudeste"
"31","-São Paulo ","São Paulo "," - Sim ","- Não ","Masculino",24," – 18 a 24 anos "," - Colegial completo (3ª série do ensino médio)"," - Autônomo / conta própria","PEA"," - Muito insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia pouco"," - Não confia"," - Confia pouco"," - Confia pouco"," - Confia pouco"," - Não confia"," - Não confia"," - Não confia"," - Péssimo"," - Saúde, falta de serviço ","3","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","2","Não gosta de jeito nenhum","Não gosta de jeito nenhum"," - Não","-Busca/PESQUISA no Google (SITES?)"," – Fernando Haddad"," - 5"," - Não",NA,"Sim "," - PSDB"," - Péssimo"," deveria sofrer um impeachment","-Sim "," - É normal que ocorram em uma democracia"," - Discorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - do governo federal"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","Mudaram de classe social","- Baixa","- Permaneceram na mesma classe","- Baixa","- Baixa"," Preto"," - Evangélica ","Até R$ 1045,00 (até 1 SM) ","Sudeste"
"32","-Santa Helena ","Maranhão "," - Sim ","- Não ","Masculino",58," - 55 a 64 anos"," - Colegial completo (3ª série do ensino médio)"," - Desempregado (não procura emprego) ","NÃO PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia pouco"," - Não confia"," - Confia muito"," - Confia mais ou menos"," - Não confia"," - Confia muito"," - Não confia"," - Confia muito"," - Regular "," - Corrupção ","2","5","8","7","2","4","5","Sim","Jornais e Revistas ","Jair Bolsonaro"," - 5"," - Não",NA,"Sim "," - PT "," - Regular"," - deveria continuar no cargo","-Sim "," - É normal que ocorram em uma democracia"," - Discorda muito",". O SUS tem se saído mal no enfrentamento da pandemia e sua continuidade  deveria ser discutida"," - de governadores e prefeitos",". Está totalmente isolado, sem sair de casa de jeito nenhum","Concorda muito","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Pardo"," - Católica ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Nordeste"
"33","-Novo Hamburgo ","Rio Grande do Sul "," - Sim ","- Não ","Feminino",26," – 25 a 34 anos"," - Ensino universitário completo"," - Empregador/empresário","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - Confia muito"," - Confia muito"," - Confia mais ou menos"," - Confia muito"," - Confia mais ou menos"," - Confia mais ou menos"," - Péssimo"," - Corrupção ","5","7","9","5","Não gosta de jeito nenhum","5","2","Sim","-Noticiário da TV ","Jair Bolsonaro"," - 5"," - Não",NA," - Não",NA," - Bom"," - deveria continuar no cargo","-Sim ","Não podem ocorrer em uma democracia ","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades"," - Discorda muito","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Branco"," - Católica ",". De R$ 2091,00 a R$ 3135,00 (+ de 2SM até 3 SM) ","Sul"
